country_name,country_code,indicator_name,indicator_code,year,debt_value
Somalia,SOM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,2767678.655140475
Bolivia,BOL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,263055249.7802467
Paraguay,PAR,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2010,45665389.06900516
Colombia,COL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2010,628678093.3181267
Madagascar,MAD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2010,86173988.58054578
Montenegro,MON,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2010,440659471.290597
Burkina Faso,BUR,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2010,81829679.45838347
Eswatini,ESW,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,2275585617.884466
Grenada,GRE,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,56066357.2407232
Bosnia and Herzegovina,BOS,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2010,173417310.0560044
Belarus,BEL,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2010,274900363.20315635
Serbia,SER,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2010,693746954.0483402
Armenia,ARM,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2010,100622968.21562344
Kenya,KEN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2010,8903633.299292147
Nicaragua,NIC,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2010,36331720.26265727
Tonga,TON,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2010,345306276.2877421
Eswatini,ESW,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2010,1060927665.5803628
Ecuador,ECU,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2010,97279018.27166142
Kenya,KEN,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2010,26722997.902767148
Myanmar,MYA,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2010,867366097.4354229
Nigeria,NIG,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2010,9120412.007776303
Tanzania,TAN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,17948911.5702088
El Salvador,EL ,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2010,673376514.7806308
Niger,NIG,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,42121734.36981639
Afghanistan,AFG,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2010,91478638.69466668
South Africa,SOU,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,383666563.1816333
China,CHI,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2010,218396444.4049554
Brazil,BRA,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2010,56158053.84346855
Eritrea,ERI,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2010,330718645.4031093
Jordan,JOR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2010,17617892.853387494
Madagascar,MAD,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2010,91144893.146736
St. Lucia,ST.,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,987488587.23214
Togo,TOG,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2010,39475764.73042483
Thailand,THA,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2010,418655357.99952775
Jordan,JOR,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2010,29325393.71308881
Somalia,SOM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2010,35836687.38253144
Dominican Republic,DOM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2010,160374348.1580166
India,IND,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2010,210730856.84871265
Guinea,GUI,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2010,21327983.005307198
Grenada,GRE,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2010,21360647.036184825
Jordan,JOR,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2010,22209501.84920376
"Iran, Islamic Rep.",IRA,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2010,230930047.05498397
Eswatini,ESW,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2010,820636100.3445678
Nicaragua,NIC,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,33839106.79614693
Tunisia,TUN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2010,48871141.69352294
Philippines,PHI,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2010,2159749831.420187
Syrian Arab Republic,SYR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2010,149539596.11179775
Bangladesh,BAN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,10873341.085661707
Sudan,SUD,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2010,267985625.9518083
Serbia,SER,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2010,1217131157.46867
Burkina Faso,BUR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2010,84799671.36644948
Nicaragua,NIC,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2010,279375734.07865536
Mongolia,MON,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,1227537939.3365726
Paraguay,PAR,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2010,63120678.95134524
Bangladesh,BAN,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2010,170705716.78531802
Pakistan,PAK,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2010,1982160010.875932
China,CHI,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2010,402795614.1979432
Lesotho,LES,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2010,35337122.945663296
Thailand,THA,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,731110447.03856
Guinea,GUI,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2010,7580324.043592494
"Iran, Islamic Rep.",IRA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2010,39653707.68787586
Ecuador,ECU,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2010,1146153071.319162
Nepal,NEP,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2010,131812223.79434268
Ukraine,UKR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,17322285.444157444
Uganda,UGA,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2010,82057265.8582738
Niger,NIG,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2010,63508479.993964
Ghana,GHA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,136488523.47465402
Cote d'Ivoire,COT,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2010,1105182432.5019245
Vietnam,VIE,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2010,91574998.26413909
Nepal,NEP,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2010,65926864.490944654
Rwanda,RWA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2010,7835736.132569893
Haiti,HAI,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2010,9430905.504135149
Cote d'Ivoire,COT,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,81565957.97637302
Niger,NIG,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2010,81569639.59651561
Turkmenistan,TUR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,216585205.84149575
Dominica,DOM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,1368991661.0084655
Solomon Islands,SOL,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2010,65213975.38496706
Cambodia,CAM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,90405985.47029306
Kosovo,KOS,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2010,669736459.058439
Malawi,MAL,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2010,2143081574.1388688
Ukraine,UKR,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,80505491.57489856
Ghana,GHA,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2010,256822820.2545485
Mexico,MEX,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2010,564008474.7089276
Angola,ANG,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2010,241298820.37820897
Cabo Verde,CAB,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,88982115.88728422
"Iran, Islamic Rep.",IRA,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,197250143.31974164
Uganda,UGA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,14901725.015639065
Tanzania,TAN,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2010,156007991.1144693
Moldova,MOL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,743740203.3881854
Thailand,THA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,65606976.04008178
Philippines,PHI,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2010,3702956960.291565
St. Lucia,ST.,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2010,765242714.6739601
Papua New Guinea,PAP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2010,2938344023.424832
Colombia,COL,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2010,8740601293.549305
China,CHI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2010,72184390.93987328
Sao Tome and Principe,SAO,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2010,392692671.5152677
Mauritius,MAU,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,360837318.7364279
Serbia,SER,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2010,264095189.6578231
Somalia,SOM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,19862031.02055884
Albania,ALB,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,21307304.873146854
Mali,MAL,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,81652470.70354447
Bhutan,BHU,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,61667375.32558332
Algeria,ALG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2010,724513780.3074238
Benin,BEN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2010,910602.7053814868
China,CHI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,31507414.47143708
Nigeria,NIG,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2010,17729275.266147476
Guinea-Bissau,GUI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,15750327.078057326
South Africa,SOU,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2010,64021565.80296176
Tajikistan,TAJ,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2010,42565508.49760696
Cote d'Ivoire,COT,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2010,331174825.0252684
China,CHI,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2010,74724986.07952087
Angola,ANG,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2010,329343918.19654804
Nigeria,NIG,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2010,7760043.444984416
Thailand,THA,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,134219589.0024215
"Venezuela, RB",VEN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2010,301538357.520829
Uganda,UGA,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2010,146275438.24664557
Chad,CHA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,83828765.60279527
Jordan,JOR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2010,7881309.843343136
Pakistan,PAK,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2010,547379689.3133426
Mali,MAL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,16693474.637495134
Turkmenistan,TUR,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2010,1252535660.6314557
Kosovo,KOS,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2010,1448598846.273045
Morocco,MOR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,13309132.134488689
Brazil,BRA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2010,7236190.766510717
"Congo, Dem. Rep.",CON,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2010,803027051.0742323
Ghana,GHA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2010,144471466.32404703
Cameroon,CAM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,132505484.75817032
Sao Tome and Principe,SAO,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,38435236.96893806
St. Lucia,ST.,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2010,163492611.9153764
Albania,ALB,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2010,275834192.11714983
"Congo, Dem. Rep.",CON,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2010,686734530.1112572
Lebanon,LEB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2010,405040178.68160033
Mauritania,MAU,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,301535049.92764056
Indonesia,IND,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2010,181380967.41022465
Mongolia,MON,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2010,338788249.4753756
Chad,CHA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,12264793.199314697
Indonesia,IND,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2010,187553196.70641023
Papua New Guinea,PAP,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2010,249569084.387306
Niger,NIG,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2010,7171968.106977447
Guyana,GUY,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2010,639362819.0657904
Paraguay,PAR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,45379429.93613398
Georgia,GEO,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2010,2521531249.611505
