Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bolivia,BOL,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,1426546094.3571117,1430809772.214559,1457862583.1810787,1557323806.8961926,1997257560.0820794,2173792761.7699623,1856230557.08585,2329168498.0905905,1929526999.8070984,2131818489.0022712,1982334854.5127468,
Tanzania,TAN,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,44911001.92644471,57936942.9775232,49070402.42801199,50904756.17450843,68398376.47366388,,77773832.67166714,85286901.15083021,65336499.58537024,86177934.93022956,82278048.22777185,71414723.80448452
Nepal,NEP,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,136348140.21256256,163487971.64005503,174898572.48527074,187610065.52067074,180637146.73553613,176313635.4731253,226456000.27445912,206974215.59257475,224276085.2359263,199631130.30637565,235133683.6852241,205464743.64921248
Vanuatu,VAN,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,66990218.25118724,81521405.09260112,76915630.34443982,87596007.58510372,66036974.71291511,66951490.12100821,78061333.87735617,74945991.58744787,,94904455.88106821,100362186.24889113,110561459.99084726
Syrian Arab Republic,SYR,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,359869599.050816,358131917.9608257,424076035.43697846,370558271.1977178,504825920.34616387,490250994.1673125,505410313.42172116,483656079.19986355,633309941.1153678,,670405363.1772221,573717333.5734959
Guatemala,GUA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,46024296.965007246,48888225.130951986,57698679.700428925,65742179.994282484,59364838.480114244,67336419.40693952,52848894.80931063,58085098.36340195,68163105.2945828,56994515.8717686,65756043.175700076,75926839.99351716
Eswatini,ESW,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,371992881.1522843,414452560.9924664,347095255.5396463,311007380.6830796,444004922.7223968,430012741.4531861,377524488.8037232,444878376.46955574,507120843.9347907,530614566.5216492,495258358.2214444,
Burkina Faso,BUR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,80116333.54028997,93608845.48127595,96370761.19777523,78380595.79326023,100500640.66369233,86973810.07524005,90359204.68797886,121578911.06260502,98690084.70898578,102831671.07959113,94035098.72945641,139425334.1765652
Tunisia,TUN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,,121817432.45269167,118553910.64164269,141311845.0357654,159757619.2554585,165799186.8334331,170108194.02113128,162429615.79084444,194935574.6230782,210851488.36950916,181064030.20556873,166307334.18895862
Peru,PER,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,1430837328.594757,1519839647.7270162,1636276118.4246051,1812897401.4442692,1588374635.7392824,1473541675.2128193,1640353772.9291778,,2067415864.1552052,1588347256.4247437,1890152741.05676,2344548570.369819
Dominica,DOM,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,1318188677.36117,1198301340.2955847,1605399127.544578,1519338071.1089063,1247126420.3280792,1823952835.52808,1928707177.4162388,1406948625.0559587,1778330824.293403,1675288725.0233686,1800378370.6407213,1694641111.3955255
"Venezuela, RB",VEN,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,1719174555.3999908,2300168212.071296,2194082285.6337824,2654154411.4635916,2830703752.106608,2679887653.801304,2185964788.550256,2989779558.7294474,3232836555.667987,2739390562.3702335,,3861557828.599722
Cote d'Ivoire,COT,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,528008375.72042406,,720654720.9724125,,851141820.4189212,863296289.6241832,807946533.5355536,816281359.5892135,678482345.2891248,778540614.673984,881728651.5263064,973681523.7603424
Mozambique,MOZ,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,815504072.9237796,974694614.9092233,1118802394.3215497,1151615675.737525,1249839527.2542217,1319095492.7172217,,1179278736.640474,1016479355.2858329,1504643909.0122118,1164736931.2019534,1598443060.8819668
Zambia,ZAM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,64194686.95367888,62535926.759366505,70834498.18767254,71876516.84261867,91447476.93523388,66316307.457429625,90675255.71888505,100037914.85421945,107680635.59671238,82069715.63903104,98688215.43387136,82329403.89148028
Vietnam,VIE,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,92296364.89235389,85267838.36116046,83250970.54264712,97865202.02732576,94626451.75343728,83882376.45938928,99659102.73606297,130314476.56634448,92461972.92852262,126064249.94508977,137400392.75250164,132362619.23552383
Dominican Republic,DOM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,1491659176.899138,1625579451.4641433,1306126174.2462232,1666621821.1314623,1360197009.2822793,1739534392.3765066,1560863553.9058228,1642019041.3954153,1844904686.341853,1965240254.8429382,2192421820.566754,1791579853.2710328
Togo,TOG,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,98069999.58930187,131872439.07739213,123429944.91980927,151988218.70745167,164003109.50757805,141095001.0149282,156714384.97421673,136439727.5033989,161506982.04139468,163391930.4700927,156305006.39583418,214143737.28004658
Comoros,COM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,293355081.4928191,300599618.6959779,268894457.14987636,,399341425.9266022,410205986.5149527,396123999.2014003,325082981.1048188,343152854.88977695,344793825.49267477,392915401.6711712,384103392.68755233
Armenia,ARM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,177571255.56182402,188386855.0738007,174190254.43491757,235233663.78097075,236579451.57310376,203171568.47110778,198131244.9459477,264849331.46607956,271995684.8665042,241249507.89112523,323958815.80914825,244024376.05566013
Mauritania,MAU,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,239960019.96054164,281072619.8313131,,270720140.0207825,298778559.0584729,303114939.90235734,338174847.9277737,361580241.65399694,370216121.50198686,396510004.3368264,356646211.54743826,339578124.7828816
Dominican Republic,DOM,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,837024420.9606781,766171016.8616959,946573426.1639229,1013985794.0918126,1025698826.7469093,1144320284.1313937,1015081252.0828781,1247966463.9415047,1138638423.9446461,1204229102.4069118,1327954693.1647396,1045892984.8759779
Djibouti,DJI,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1683315447.6957276,1512079890.6969,1796467407.6371682,1857753796.8297315,2036585057.895563,1784106122.9912672,2379923197.2127075,1992564964.0972478,2410639797.3359203,1868404277.2197561,2274634983.428095,2329704841.8483634
Eritrea,ERI,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,269370206.3569412,,356424913.25403976,312121699.929386,342508231.7841055,288137820.84498864,292797647.02494603,340875810.3779624,422125993.271801,345977369.64595854,356641701.0261752,420345689.85782564
Fiji,FIJ,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,63634584.55995434,64523126.32749943,67346502.11136878,,81853676.96376094,69429975.60536271,71659748.55581427,81725695.92678374,78254811.58742781,94004301.51940292,89252155.06950109,95239227.76458952
Bosnia and Herzegovina,BOS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,648646395.1322047,518729886.4864592,642352324.3236306,566450033.7153358,617570605.7471547,789153159.1045691,786375040.3198576,627054720.3427092,753714990.6979339,652215728.4179995,,914777415.4924188
Niger,NIG,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,41382432.54678166,32891072.88663795,47882883.75954594,40455165.785441324,45196847.69772174,44501576.30630118,45410133.69175279,50541890.90223352,51278745.00680217,58794268.4109489,64974750.512612194,54823876.570727505
Algeria,ALG,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,459073295.25774854,386347955.7254352,,500117933.4005817,572849364.6630341,520816266.3784454,544794838.8515676,,631847642.168082,516784578.1339952,568004149.6872185,612640450.4109511
Pakistan,PAK,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,611145000.9520432,705966260.2175158,,683580322.6450863,695970265.5463076,592939767.398132,805939329.1049888,,846303243.0040141,954691831.1102232,948483243.020681,979027164.041889
Sierra Leone,SIE,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,878585171.8132833,746922250.5623535,885635426.6057798,,1118726135.2254539,1067266587.1297629,1226288920.2083411,1164315038.7095323,1001592172.5401795,1359976625.5082552,1457205203.553991,1543142152.4393654
Mexico,MEX,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,71985448.24069504,78185683.21304703,71516309.50619373,76413890.20695214,64660991.89550468,68570026.91088666,77800354.58779272,91039731.98150355,101672823.74332878,,95120272.01604782,87040531.86073989
Guinea,GUI,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,18886519.270033948,21000254.383599557,20282775.53211613,26320624.60687491,19221781.048457358,26049130.208541337,29299118.802627925,29506287.84289206,23834688.676275782,25950552.496409584,31769414.7348363,25182940.904331602
Togo,TOG,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,125297239.80980274,114813029.41983749,108436071.84603561,114273404.96467432,121770209.22140029,169198119.9967461,,133032178.5065378,159780382.15018296,157701782.495061,184579838.7309852,186646081.91352478
Gabon,GAB,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,10721636389.460135,13863802264.403309,13865436765.203333,14364910803.421759,14180453648.7622,14885002419.93415,15546521817.47528,16087660457.423578,16207546558.021431,19630555183.122723,18579443703.322636,19512537830.188133
Turkmenistan,TUR,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1695654478.4000785,1989291108.0462623,2099155561.4240212,2800854850.251372,2555451879.109819,2865093114.3441834,2186497295.431234,2338487040.247451,3240165267.7003927,3128163494.732843,2702478485.3837857,3065081326.0991106
Samoa,SAM,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,,1218449.4747366596,1658243.690448819,1386871.1215063576,1451254.3193347172,1546667.6299698062,1828906.6917968197,1952773.0968678487,1536224.094945828,,1983179.0835712352,1965834.1550220316
Botswana,BOT,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,212780854.49269712,235270066.0845287,187633952.33827677,252038554.53275353,239768870.11498007,234481046.10788646,,302770664.46162224,236397976.0951619,262150484.67235607,268872227.3177067,348367863.7332772
Sri Lanka,SRI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,32598055.43644659,30568584.162126552,29462562.278633717,37725735.89429605,37693158.555911504,,41087876.25989076,35908069.047507636,47113780.62306195,51489954.7679754,52234553.95009493,43340249.88190248
El Salvador,EL ,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,858732647.1560435,918727952.588708,1026158189.7349412,875265916.7518867,1079987313.6445558,1040335137.4158745,1217745973.084915,1108847693.3921337,1145284149.3570251,1214572788.2179742,,1493153291.3053946
Ukraine,UKR,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,87721919.65882856,81623272.77221487,102082675.89957894,112100172.53159294,96988176.23410141,115226698.27870877,97259056.8550203,110172750.66249453,141929406.346394,147103626.62199956,134614062.56996816,145962310.4195422
Lao PDR,LAO,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,1059447959.7081827,875463053.4038298,823271013.1383827,1202111196.2154524,1261458170.5392625,1191220496.6659002,1228468072.092295,1393993885.4824138,1431845633.470943,1538227228.2682776,1405522847.0218012,1688428802.9156103
China,CHI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,233392551.3474037,216385409.90144238,,228185553.90760267,244029675.19589618,294377432.5836969,313464877.9212419,344836861.62104934,269152508.7047942,353766030.9745739,358188822.6522972,278932347.85292846
Liberia,LIB,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,35158062.490807936,37120247.68629162,41312343.81125426,40181511.235151246,39794403.30888384,55630233.62561283,51798646.50533858,60163661.17370967,61732825.124345504,51537016.89748679,59521450.059212275,50291423.61460913
Lesotho,LES,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,230246265.4664987,269281700.74940217,296557950.86742514,259554753.31534678,253243468.5920058,245876497.71487358,234525863.27055022,,321946322.4018619,368598337.3205926,338066406.11542475,406785384.79076165
Pakistan,PAK,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,187719214.92077067,233270085.51524693,186595487.5302927,197991730.62394467,265355364.8825358,196537792.69180977,256841271.25965244,274096706.8820207,265572871.7772067,295771965.734053,246749329.53027907,334758426.83340377
Ecuador,ECU,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,91535552.88278575,114800724.16886038,108514867.47330019,101655712.78107314,138279937.91688722,154525341.33644465,121418104.63342178,163951762.59066942,172501615.40847102,182478376.56253532,146729436.12735325,194367842.60700157
Botswana,BOT,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,433806782.88990057,436352276.03665465,370504759.0657713,517737510.03929114,476980565.31084543,446638459.4425169,493556099.4065053,430612966.22502077,466351135.5926138,627754118.7527394,469639206.2014455,586368851.8722742
Senegal,SEN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,11531222.603689007,10254175.715086542,14638508.94939074,15377578.918650981,14702209.72692266,11514988.053465545,15058723.969017603,,,19834952.534282114,19570686.156362485,14605535.232688718
Serbia,SER,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2533998540.3069067,2816140650.118825,2365650108.8905854,2223285826.84872,2286618479.790466,3300764536.012558,3286322657.882765,3372947243.3455863,3032624360.9223847,3194938176.0135927,4108098965.7421675,2961659354.953752
